key,value,year,date
ecu,56.8,7,1999
ecu,57.2,8,1999
ecu,57.6,9,1999
ecu,0,0,2000
ecu,0,1,2000
ecu,0.6,2,2000
ecu,27.6,3,2000
ecu,50.5,4,2000
ecu,56.4,5,2000
ecu,58.1,6,2000
ecu,59,7,2000
ecu,59.4,8,2000
ecu,59.9,9,2000
ecu,0,0,2001
ecu,0,1,2001
ecu,0.7,2,2001
ecu,25.5,3,2001
ecu,49.4,4,2001
ecu,54.4,5,2001
ecu,55.5,6,2001
ecu,56.2,7,2001
ecu,56.8,8,2001
ecu,57,9,2001
ecu,0,0,2002
ecu,0,1,2002
ecu,0.6,2,2002
ecu,27.2,3,2002
ecu,49.5,4,2002
ecu,54.3,5,2002
ecu,56.3,6,2002
ecu,56.9,7,2002
ecu,57.4,8,2002
ecu,57.9,9,2002
ecu,0,0,2003
ecu,0,1,2003
ecu,1.5,2,2003
ecu,29.9,3,2003
ecu,51.1,4,2003
ecu,56.8,5,2003
ecu,58.8,6,2003
ecu,59.7,7,2003
ecu,60.3,8,2003
ecu,0,9,2003
ecu,0,0,2004
ecu,0,1,2004
ecu,1.7,2,2004
ecu,29.2,3,2004
ecu,50.8,4,2004
ecu,56,5,2004
ecu,57.6,6,2004
ecu,58.4,7,2004
ecu,0,8,2004
ecu,0,9,2004
ecu,0,0,2005
ecu,0,1,2005
ecu,1.4,2,2005
ecu,32.5,3,2005
ecu,53.8,4,2005
ecu,58.5,5,2005
ecu,60.5,6,2005
ecu,0,7,2005
ecu,0,8,2005
ecu,0,9,2005
ecu,0,0,2006
ecu,0,1,2006
ecu,1,2,2006
ecu,32.7,3,2006
ecu,53.2,4,2006
ecu,58.2,5,2006
ecu,0,6,2006
ecu,0,7,2006
ecu,0,8,2006
ecu,0,9,2006
ecu,0,0,2007
ecu,0,1,2007
ecu,0.9,2,2007
ecu,30.8,3,2007
ecu,51.6,4,2007
ecu,0,5,2007
ecu,0,6,2007
ecu,0,7,2007
ecu,0,8,2007
ecu,0,9,2007
ecu,0,0,2008
ecu,0,1,2008
ecu,0.8,2,2008
ecu,32.4,3,2008
ecu,0,4,2008
ecu,0,5,2008
ecu,0,6,2008
ecu,0,7,2008
ecu,0,8,2008
ecu,0,9,2008
ecu,0,0,2009
ecu,0,1,2009
ecu,1,2,2009
ecu,0,3,2009
ecu,0,4,2009
ecu,0,5,2009
ecu,0,6,2009
ecu,0,7,2009
ecu,0,8,2009
ecu,0,9,2009
ecu,0,0,2010
ecu,0.1,1,2010
ecu,0,2,2010
ecu,0,3,2010
ecu,0,4,2010
ecu,0,5,2010
ecu,0,6,2010
ecu,0,7,2010
ecu,0,8,2010
ecu,0,9,2010
ecu,0,0,2011
ecu,0,1,2011
ecu,0,2,2011
ecu,0,3,2011
ecu,0,4,2011
ecu,0,5,2011
ecu,0,6,2011
ecu,0,7,2011
ecu,0,8,2011
ecu,0,9,2011
asu,0,0,1996
asu,0,1,1996
asu,1.5,2,1996
asu,34.1,3,1996
asu,56.6,4,1996
asu,60.3,5,1996
asu,61.6,6,1996
asu,62.3,7,1996
asu,62.7,8,1996
asu,62.9,9,1996
asu,0,0,1997
asu,0,1,1997
asu,0.8,2,1997
asu,33,3,1997
asu,56.5,4,1997
asu,61.3,5,1997
asu,62.9,6,1997
asu,63.4,7,1997
asu,63.8,8,1997
asu,64,9,1997
asu,0,0,1998
asu,0,1,1998
asu,0.5,2,1998
asu,29.8,3,1998
asu,55.5,4,1998
asu,60.3,5,1998
asu,61.7,6,1998
asu,62.8,7,1998
asu,63.2,8,1998
asu,63.4,9,1998
asu,0,0,1999
asu,0,1,1999
asu,1,2,1999
asu,35.4,3,1999
asu,59.9,4,1999
asu,64,5,1999
asu,65,6,1999
asu,65.8,7,1999
asu,66.6,8,1999
asu,66.9,9,1999
asu,0,0,2000
asu,0,1,2000
asu,1.3,2,2000
asu,34.2,3,2000
asu,57.7,4,2000
asu,61.6,5,2000
asu,63.2,6,2000
asu,63.9,7,2000
asu,64.3,8,2000
asu,64.6,9,2000
asu,0,0,2001
asu,0,1,2001
asu,1.1,2,2001
asu,37.2,3,2001
asu,58.5,4,2001
asu,62.5,5,2001
asu,63.6,6,2001
asu,64.3,7,2001
asu,64.8,8,2001
asu,65.2,9,2001
asu,0,0,2002
asu,0,1,2002
asu,1.4,2,2002
asu,39.9,3,2002
asu,61.1,4,2002
asu,64,5,2002
asu,65.4,6,2002
asu,66,7,2002
asu,66.4,8,2002
asu,66.7,9,2002
asu,0,0,2003
asu,0,1,2003
asu,1.6,2,2003
asu,37.3,3,2003
asu,60,4,2003
asu,64.4,5,2003
asu,65.9,6,2003
asu,66.6,7,2003
asu,67.1,8,2003
asu,0,9,2003
asu,0,0,2004
asu,0,1,2004
asu,0.8,2,2004
asu,37.4,3,2004
asu,61.7,4,2004
asu,65.7,5,2004
asu,67.2,6,2004
asu,67.7,7,2004
asu,0,8,2004
asu,0,9,2004
asu,0,0,2005
asu,0,1,2005
asu,0.9,2,2005
asu,38.3,3,2005
asu,60.9,4,2005
asu,65.1,5,2005
asu,66.5,6,2005
asu,0,7,2005
asu,0,8,2005
asu,0,9,2005
asu,0,0,2006
asu,0,1,2006
asu,1.4,2,2006
asu,39.8,3,2006
asu,62.5,4,2006
asu,66.1,5,2006
asu,0,6,2006
asu,0,7,2006
asu,0,8,2006
asu,0,9,2006
asu,0,0,2007
asu,0,1,2007
asu,1.3,2,2007
asu,41.5,3,2007
asu,64.4,4,2007
asu,0,5,2007
asu,0,6,2007
asu,0,7,2007
asu,0,8,2007
asu,0,9,2007
asu,0,0,2008
asu,0.1,1,2008
asu,1.4,2,2008
asu,44,3,2008
asu,0,4,2008
asu,0,5,2008
asu,0,6,2008
asu,0,7,2008
asu,0,8,2008
asu,0,9,2008
asu,0,0,2009
asu,0,1,2009
asu,1.9,2,2009
asu,0,3,2009
asu,0,4,2009
asu,0,5,2009
asu,0,6,2009
asu,0,7,2009
asu,0,8,2009
asu,0,9,2009
asu,0,0,2010
asu,0.1,1,2010
asu,0,2,2010
asu,0,3,2010
asu,0,4,2010
asu,0,5,2010
asu,0,6,2010
asu,0,7,2010
asu,0,8,2010
asu,0,9,2010
asu,0,0,2011
asu,0,1,2011
asu,0,2,2011
asu,0,3,2011
asu,0,4,2011
asu,0,5,2011
asu,0,6,2011
asu,0,7,2011
asu,0,8,2011
asu,0,9,2011
avg,0,0,1996
avg,0,1,1996
avg,0.8,2,1996
avg,33,3,1996
avg,52.7,4,1996
avg,57,5,1996
avg,58.6,6,1996
avg,59.3,7,1996
avg,59.9,8,1996
avg,60.2,9,1996
avg,0,0,1997
avg,0,1,1997
avg,0.6,2,1997
avg,33.4,3,1997
avg,53.4,4,1997
avg,58.1,5,1997
avg,59.7,6,1997
avg,60.5,7,1997
avg,61,8,1997
avg,61.4,9,1997
avg,0,0,1998
avg,0,1,1998
avg,0.7,2,1998
avg,32.7,3,1998
avg,53.5,4,1998
avg,57.9,5,1998
avg,59.4,6,1998
avg,60.3,7,1998
avg,60.8,8,1998
avg,61.2,9,1998
avg,0,0,1999
avg,0,1,1999
avg,0.8,2,1999
avg,34.9,3,1999
avg,54.9,4,1999
avg,59.1,5,1999
avg,60.5,6,1999
avg,61.2,7,1999
avg,61.7,8,1999
avg,62,9,1999
avg,0,0,2000
avg,0,1,2000
avg,0.9,2,2000
avg,35.5,3,2000
avg,55.2,4,2000
avg,59.3,5,2000
avg,60.9,6,2000
avg,61.6,7,2000
avg,62.1,8,2000
avg,62.4,9,2000
avg,0,0,2001
avg,0,1,2001
avg,0.9,2,2001
avg,35.1,3,2001
avg,54.3,4,2001
avg,58.7,5,2001
avg,60.3,6,2001
avg,61,7,2001
avg,61.6,8,2001
avg,62,9,2001
avg,0,0,2002
avg,0,1,2002
avg,1,2,2002
avg,35.1,3,2002
avg,54.3,4,2002
avg,58.8,5,2002
avg,60.4,6,2002
avg,61.2,7,2002
avg,61.7,8,2002
avg,62,9,2002
avg,0,0,2003
avg,0,1,2003
avg,1.1,2,2003
avg,34.9,3,2003
avg,54.2,4,2003
avg,58.8,5,2003
avg,60.5,6,2003
avg,61.3,7,2003
avg,61.8,8,2003
avg,0,9,2003
avg,0,0,2004
avg,0,1,2004
avg,1,2,2004
avg,35,3,2004
avg,54.3,4,2004
avg,59,5,2004
avg,60.7,6,2004
avg,61.5,7,2004
avg,0,8,2004
avg,0,9,2004
avg,0,0,2005
avg,0,1,2005
avg,0.9,2,2005
avg,35.2,3,2005
avg,54.5,4,2005
avg,59.4,5,2005
avg,61,6,2005
avg,0,7,2005
avg,0,8,2005
avg,0,9,2005
avg,0,0,2006
avg,0,1,2006
avg,0.9,2,2006
avg,36.2,3,2006
avg,55.4,4,2006
avg,60.2,5,2006
avg,0,6,2006
avg,0,7,2006
avg,0,8,2006
avg,0,9,2006
avg,0,0,2007
avg,0,1,2007
avg,0.9,2,2007
avg,37.4,3,2007
avg,56.4,4,2007
avg,0,5,2007
avg,0,6,2007
avg,0,7,2007
avg,0,8,2007
avg,0,9,2007
avg,0,0,2008
avg,0.1,1,2008
avg,1.1,2,2008
avg,38.8,3,2008
avg,0,4,2008
avg,0,5,2008
avg,0,6,2008
avg,0,7,2008
avg,0,8,2008
avg,0,9,2008
avg,0,0,2009
avg,0.1,1,2009
avg,1.2,2,2009
avg,0,3,2009
avg,0,4,2009
avg,0,5,2009
avg,0,6,2009
avg,0,7,2009
avg,0,8,2009
avg,0,9,2009
avg,0,0,2010
avg,0.1,1,2010
avg,0,2,2010
avg,0,3,2010
avg,0,4,2010
avg,0,5,2010
avg,0,6,2010
avg,0,7,2010
avg,0,8,2010
avg,0,9,2010
avg,0,0,2011
avg,0,1,2011
avg,0,2,2011
avg,0,3,2011
avg,0,4,2011
avg,0,5,2011
avg,0,6,2011
avg,0,7,2011
avg,0,8,2011
avg,0,9,2011
